일자,식사명,수량(아침식사2 값 중복),식사내용,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2)
2003.7.9,저녁식사,22.16606498,"갈치무조림,감자수제비국(큰그릇),기장밥,미트볼케찹조림,쇠고기밤찜,쑥갓양파겉절이,포기김치2",25.1,20.9,49,28.7,1627,16.5,64,1516,82.3,1400,1.12,6.83
2003.7.10,저녁식사,19.35018051,"골뱅이야채무침,깍두기(손칼),설렁탕1,쌀밥,오이,당근,쌈장,조기양념장구이,통마늘장아찌",25.1,23.3,733,26,1332,32,78,1524,85.4,1300,0.54,3.92
2003.7.11,저녁식사,19.20577617,"꽁치무조림,들깨미역국,요구르트,치킨너겟,카레라이스,포기김치2,해파리냉채",22.8,22.1,752,25,1,36,82,136,90.4,1400,0.83,4.43
2003.7.12,저녁식사,28.66425993,"도라지생채,돈육고구마강정,부추양념장,야채밥,어묵쑥갓무국,포기김치2,표고쇠고기볶음,해물파전",21.7,20.4,2143,23.7,902,2,81,1008,88.4,900,0.72,4.26
2003.7.13,저녁식사,20.433213,"닭다리버터구이(토막),삼치엿장조림,쇠고기당면국,쌀밥,열무된장무침,콩나물잡채,포기김치2",19.6,18.2,645,20.9,1554,62,77,1655,89.4,1500,0.95,5.92
2003.7.14,저녁식사,23.68231047,"깍두기(손칼),깐풍기,꽁치양념구이,묵해장국,비엔나꽈리조림,쌀밥,쑥갓양파겉절이,파인애플(1조각)",21.4,19.7,555,25.2,1710,0,62,1605,79.4,1000,1.95,16.7
2003.7.15,저녁식사,20.57761733,"고등어무조림,불고기낙지찌개,새우살부추냉채,수정과,완두콩밥,팽이북어국,포기김치2,호박나물",21.1,19.5,2353,23.3,1430,0,65,1420,77.5,1100,1.81,15.97
2003.7.16,저녁식사,20.433213," 알감자 쇠고기 조림,물만두국,쌀밥,오징어회무침(가공),잔파생채(70),포기김치2,햄느타리볶음",21.3,18.4,420,24.2,1244,0,57,1246,73.4,1200,3.16,23.1
2003.7.17,저녁식사,20.72202166,"닭갈비,돈등뼈감자탕,땅콩조림,쌀밥,알타리김치,오이,풋고추,쌈장,탕평채,토마토",21,18.5,350,23.2,1259,1.5,54,959,74.4,900,2.32,17.05
2003.7.18,저녁식사,20.28880866,"닭다리바베큐소스,돈갈비고구마찜,쌀밥,야채튀김(쑥갓),어묵간장조림,조기양념장구이,추어탕,치커리무생채,포기김치2",23.1,20.4,33,26.4,1759,52.5,74,1809,86.1,1700,0.67,3.54
2003.7.19,저녁식사,17.47292419,"갈치무조림,근대나물,돈육불고기,삼겹살구이2,상추쌈,쌀밥,요구르트,콩가루배추국(단배추)-사용불가,포기김치2",25.8,21,505,30.3,1555,0,40,1602,63.3,1200,2.95,21.66
2003.7.20,저녁식사,14.65703971,"들깨미역국,부추양념장,비빔만두,영양밥,즉석김구이,포기김치2,해파리냉채",24.4,22.6,1652,28.5,1246,34.5,61,1140,80.4,1100,2.12,11.88
2003.7.21,저녁식사,26.57039711,"골뱅이야채무침,김치볶음,깐마늘고추장무침,닭곰탕,삼치엿장조림,쌀밥,알타리김치,오렌지(반),통두부,양념장",22.4,20.3,639,26.2,1543,0,64,1626,85.3,1100,2.06,14.4
2003.7.22,저녁식사,21.94945848,"감자조림,쇠고기팽이버섯볶음,쌀밥,천사채샐러드,추어탕,포기김치2,햄계란부침",22.3,20.8,638,23.7,1528,11.5,86,1538,91.1,0,0,3.32
2003.7.23,저녁식사,24.76534296,"고등어무조림,맛살조림,사골해장국,쌀밥,아몬드닭강정,오이양파무침,포기김치2",24.1,20.2,2255,30.6,1235,17,56,1236,78.9,0,0,14.19
2003.7.24,저녁식사,26.35379061,"꽈리고추찜,돈육장조림,동태전,미트소스스파게티,바나나,쌀밥,오징어무국(가공),포기김치2",21.4,19.2,557,25.1,1034,0,66,1002,82,1400,2.5,18.45
2003.7.25,저녁식사,23.32129964,"닭다리조림,떡볶이,쇠고기덮밥,콘후레이크과일샐러드,콩나물국,포기김치2",20.9,20,421,23.7,1557,45.5,76,1550,88.4,1500,1.36,6.68
2003.7.26,저녁식사,18.12274368,"냉면김치,녹차냉면,돈육메추리알조림,쌀밥(사무직),열무김치,요구르트",21.6,20.2,458,23.9,1132,0,64,1227,80.8,1200,2.84,13.02
2003.7.27,저녁식사,18.55595668,"더운야채,새우맛살튀김,스위트피클,쌀밥(사무직),양상치샐러드,양송이스프,치킨함박스테이크,포기김치",21.4,19.9,335,23.3,1228,0,70,1001,80.4,1300,2.17,10.95
2003.7.28,저녁식사,24.4765343,"꽃게된장국,쇠고기메추리알조림,쌀밥,양송이피망볶음,어채볶음(굵은채),쫄면야채무침,포기김치2",23.1,20.1,442,27.1,1421,0.5,61,1429,80.8,1400,1.55,8.78
2003.7.29,저녁식사,22.96028881,"감자수제비국(큰그릇),깍두기(손칼),도토리묵상추무침,바나나,쌀밥,열무된장무침,자반고등어찌개,통도라지튀김",22.4,21.1,1628,26.2,1119,47.5,78,1128,88.6,1100,1.7,4.53
2003.7.30,저녁식사,24.18772563,"쌀밥,어묵고추볶음,연근조림,오리흰국,조기구이(사용불가),콩나물무침,포기김치2",22.3,20.8,2241,25,1317,0,60,1321,80,1200,2.95,16.65
2003.7.31,저녁식사,23.24909747,"깍두기(손칼),닭다리조림,들깨무채국,매실차,진미고추장무침,카레라이스,햄멸치꽈리조림",22.3,20.5,26,25,1510,0,60,1452,77.4,1500,1.76,10.92
2003.8.1,저녁식사,23.39350181,"가지쇠고기볶음,꽁치두부찌개,물만두국,우엉채조림,포기김치2,호박동그랑전,후르츠펀치,흑콩밥",23.5,21,118,27.5,1609,0,57,1609,75.8,1300,2.46,14.79
2003.8.2,저녁식사,35.9566787,"근대나물,대체용음식,상추깻잎쌈,쌀밥,열무된장국,오리고추장불고기,포기김치2,표고피망볶음",27.4,22.4,132,32,1346,0,43,1347,66.6,1000,2.54,17.88
2003.8.3,저녁식사,27.72563177,"다시마채무침,돈육불고기,메기탕,쌀밥,참나물무침,포기김치2,해물파전",29.7,25.1,440,34.3,1501,0,48,1509,64.4,1100,2.26,16.52
2003.8.4,저녁식사,27.79783394,"감자채볶음,닭조림(토막),대구매운탕(가공),대체용음식,대체용음식2,방울토마토,쌀밥,천사채샐러드,포기김치2,햄계란부침",27.8,23.9,2238,33.1,1228,13.5,47,1407,77.5,1400,2.62,13.09
2003.8.5,저녁식사,25.84837545,"단배추나물,대체용음식,대체용음식2,돈육짜장볶음,완두콩밥,쫄면야채무침,치킨너겟,콩나물국,포기김치2",24,22.8,525,25.8,1525,0,77,1143,85.4,1200,0.97,7.73
2003.8.6,저녁식사,40,"감자전,도라지생채,만두국,비엔나꽈리조림,쌀밥,오리버섯불고기,포기김치2",27.4,23.4,409,33,1504,0,47,1434,69.1,1200,3.02,20.42
2003.8.7,저녁식사,23.68231047,"곰탕,삼치소금구이,석박지,쌀밥,오이,풋고추,쌈장,요구르트,통마늘장아찌",23.6,21.5,2332,27.4,830,19.5,72,1502,81,800,0.6,3.97
2003.8.8,저녁식사,24.62093863,"깍두기(손칼),대체용음식,대체용음식2,동그랑땡계란전,레몬차,미역초매운탕(행),부추김무침,쌀밥,연근조림,오징어콩나물찜",23.7,20,538,27.7,1441,0,59,1459,75.8,1100,3.28,24.77
2003.8.9,저녁식사,19.63898917,"고등어무조림,떡갈비,쑥갓두부무침,알타리김치,오이생채,장터국밥",24.7,21.1,607,27.4,1028,0,53,957,67.9,1200,2.7,22.12
2003.8.10,저녁식사,25.70397112,"가자미미역국,골뱅이야채무침,닭불고기(180),맛살조림,새우살부추냉채,쌀밥,포기김치2,후르츠펀치",27.2,23.2,515,32,1356,0,39,1402,66,1300,2.11,13.39
2003.8.11,저녁식사,28.95306859,"가지쇠고기볶음,기장밥,깍두기(손칼),꽈리고추찜,닭개장,시금치나물(90),오징어회무침,요구르트",23.1,21.9,615,26.4,0,16.5,71,26,85.6,1300,0.72,3.4
2003.8.12,저녁식사,32.41877256,"닭조림(토막),마늘쫑멸치볶음,부추게살무침,쌀밥,어묵고추볶음,조기매운탕,포기김치2",24.6,21.4,543,30,1258,0,37,1307,67.1,1100,2.74,15.15
2003.8.13,저녁식사,26.93140794,"돈육불고기,동그랑땡계란전,바나나,북어무국,쑥갓양파겉절이,탕평채,포기김치2,흑미밥",22.6,18.7,526,25.5,1311,0,63,1551,75.4,1500,1.31,8.83
2003.8.14,저녁식사,21.94945848,"감자수제비국(큰그릇),깍두기(손칼),메추리알햄조림,쇠고기팽이버섯볶음,쌀밥(사무직),열무된장무침,해물파전",23.9,21,531,26.5,1331,1.5,62,1645,75.3,1100,2.12,16.01
2003.8.15,저녁식사,21.15523466,"돈갈비떡찜,미나리나물,부추게살무침,쌀밥,야채고로케,오징어무국,포기김치2",24.1,22.8,536,26.1,1237,0,59,1136,73.3,1200,3.01,21.19
2003.8.16,저녁식사,20.64981949,"건새우마늘쫑볶음,과일샐러드,닭파인애플조림(토막),두부강정,들깨미역국,쌀밥,포기김치2",23.9,22.7,2154,24.8,1412,2.5,68,845,78.4,800,0.94,5.76
2003.8.17,저녁식사,24.0433213,"깍두기(손칼),돈육짜장볶음,쌀밥,오렌지(반),오리탕,오이양파무침,진미잔파무침,탕수만두",22.7,20.5,426,25.9,1401,4.5,66,1405,82.3,1400,1.74,7.89
2003.8.18,저녁식사,23.68231047,"도토리묵말이,돈육메추리알조림,쌀밥,조기찜,포기김치2,해물파전,호박나물",20.9,20.3,627,22.3,0,68.5,83,0,92.1,1100,0.29,1.64
2003.8.19,저녁식사,22.09386282,"김치국,깍두기(손칼),닭다리바베큐소스,레몬차,쑥갓양파겉절이,카레라이스,햄멸치꽈리조림",22.4,20.4,214,24.7,1413,36,79,1403,91.3,1400,1.07,4.8
2003.8.20,저녁식사,36.10108303,"건새우호박국,무생채,미숫가루2,삼겹살구이1,상추쌈,쌀밥,양배추쌈,포기김치2,표고피망볶음",26.2,22.4,513,30.7,1545,2.5,64,1509,82,1500,2.27,12.49
2003.8.21,저녁식사,22.09386282,"갈치무조림,계란찜,숙주미나리나물,쌀밥,추어탕,포기김치2,풋고추,쌈장",27.1,23,631,29.8,1628,7,65,1629,79.1,1000,1.57,9.74
2003.8.22,저녁식사,18.70036101,"고추지무침,꽁치양념구이,매실차,석박지,설렁탕1,쌀밥,어묵간장조림",30.2,25.7,526,35.3,1555,0,37,1552,64.3,1200,2.99,22.2
2003.8.23,저녁식사,17.76173285,"가지오이냉국,보리밥,비빔된장,어채볶음(굵은채),열무김치,오리고추장불고기,콩나물무침,파인애플(1조각)",28.9,26.5,626,33,1531,0,44,1420,65.9,1100,2.21,17.14
2003.8.24,저녁식사,22.74368231,"돈갈비고구마찜,떡국,마늘쫑멸치볶음,쌀밥,오이생채,포기김치2,햄계란부침",28.2,25.2,2158,32.1,1531,0,45,1313,67.3,1200,1.84,13.08
2003.8.25,저녁식사,25.70397112,"가자미양념장구이,닭곰탕,마늘쫑지무침,쌀밥,알타리김치,어묵고추볶음,요구르트,풋고추,쌈장",24.8,22.7,2315,27.5,123,21.5,67,557,82,1500,0.39,2.12
2003.8.26,저녁식사,22.09386282,"고구마순볶음(포),깍두기(손칼),깻잎양파겉절이,떡갈비바베큐조림,삼치소금구이,쌀밥,육개장",23.6,21.2,556,26.9,1337,1,63,1338,84.3,1200,1.73,9.27
2003.8.27,저녁식사,22.38267148,"곤약멸치조림,동그랑땡계란전,매실차,쇠고기피망볶음,쌀밥,열무된장무침,오징어무국,포기김치2",23.3,22.1,1802,25.9,1200,5,70,1150,84.3,1000,0.76,3.29
2003.8.28,저녁식사,23.17689531,"건새우마늘쫑볶음,김치전,깍두기(손칼),도토리묵상추무침,메기탕,삼치엿장조림,쌀밥",25.3,22.9,2336,30.5,1132,0,51,1144,77.6,1100,2.67,11.59
2003.8.29,저녁식사,21.51624549,"돈갈비고구마찜,들깨무채국,땅콩조림,비빔만두,야채밥,잔파생채(70),포기김치2",24.9,22.2,558,31,1257,0.5,42,1302,75,1200,2.66,12.51
2003.8.30,저녁식사,17.76173285,"대구콩나물찜,메추리알햄조림,상추겉절이,쌀밥,아욱국,어채볶음(굵은채),포기김치2",20.7,19,1742,22.9,1241,14,75,1323,89.8,1000,0.51,1.42
2003.8.31,저녁식사,24.2599278,"감자채볶음,김치국,깍두기(손칼),떡볶이,미나리나물,복숭아,쇠불고기,쌀밥",19.7,18.2,751,20.5,405,24,89,1625,91.6,1200,0.54,2.77
2003.9.1,저녁식사,27.14801444," 알감자 쇠고기 조림,고추지무침,기장밥,깍두기(손칼),닭개장,어묵간장조림,통두부,양념장,파인애플(1조각)",21.4,19.7,0,22.4,1123,2.5,81,1036,89.3,900,0.43,2.38
2003.9.2,저녁식사,20.28880866,"비름나물,쌀밥,열기찜,오징어회무침,조랭이떡국,포기김치2,호박새우젓볶음",23.7,21.5,2223,30.9,1203,24.5,57,1208,85.5,1100,2.32,10.26
2003.9.3,저녁식사,31.26353791,"닭다리조림,대체용음식,대체용음식2,쑥갓양파겉절이,콘후레이크과일샐러드,콩나물국,포기김치2,하이라이스",24.7,21.8,226,27.6,1453,0,63,1453,79.9,1200,2.05,9.82
2003.9.4,저녁식사,23.24909747,"깻잎양념절임,꽁치두부찌개,쌀밥,알타리김치,요구르트,추어탕,풋고추,쌈장,해물파전",25.2,22.5,609,28,1419,0,64,1321,78.9,1300,3.06,19.42
2003.9.5,저녁식사,19.7833935,"근대나물,김치국,깍두기(손칼),닭조림(토막),새우동그랑땡,쌀밥,연근조림",28.1,23.9,554,32.8,1513,0.5,47,1506,69.5,1200,2.19,13.53
2003.9.6,저녁식사,20.14440433,"당근스프(경양식),대체용음식,대체용음식2,돈까스,레몬차,새우맛살튀김,스위트피클,쌀밥(반공기),양상치샐러드,포기김치2",23.7,21.5,2257,27,105,4,67,1220,84.5,1200,1.34,3.67
2003.9.7,저녁식사,25.41516245,"멸치꽈리조림,비빔된장,삼겹살구이1,상추깻잎쌈,쌀밥,열무겉절이,포기김치2",23.3,21.3,459,25.8,1536,1.5,74,1543,88.8,1500,1.3,3.86
2003.9.8,저녁식사,27.29241877,"깍두기(손칼),닭파인애플조림(토막),마카로니샐러드,북어무국,오무라이스,쫄면야채무침,파인애플(1조각)",24.4,22.4,2217,29.9,1118,3,60,1119,82.6,1000,1.75,7.56
2003.9.9,저녁식사,17.83393502,"삼치무조림,쌀밥,알타리김치,육개장,표고피망볶음,햄전,호박나물",23.1,22.3,2339,24.7,1231,20.5,71,1232,85.8,1200,1.07,4.76
2003.9.10,저녁식사,12.49097473,"대구지리(가공),돈육장조림,쌀밥,야채고로케,잔파생채(70),칠면조냉채,포기김치2",22.9,21,429,25.3,1457,0,65,1453,79.5,1200,0.98,6.39
2003.9.11,저녁식사,15.09025271,"닭불고기(180),대체용음식,동그랑땡계란전,부추게살무침,새알미역국,쌀밥,알감자조림,포기김치2",21.6,20,2316,23.7,1439,21.5,72,1010,82,1300,0.84,3.49
2003.9.12,저녁식사,18.12274368,"계란찜,골뱅이야채무침,꽁치깻잎조림,대추차,돈등뼈감자탕,석박지,쌀밥,풋고추,쌈장",22.8,20,0,25.6,2130,153.5,79,2400,90,1000,0.36,1.83
2003.9.13,저녁식사,14.72924188,"깍두기(손칼),깐마늘고추장무침,닭개장,쌀밥,어묵간장조림,자반고등어찜2,호박나물",26,22.6,2349,29.2,1356,0.5,51,1159,64.6,1000,2.54,13.63
2003.9.14,저녁식사,17.97833935,"단무지.옥파,닭조림(토막),쌀밥(반공기),요구르트,짬뽕,찐만두,포기김치2",23.8,19.8,625,28.8,1438,0,40,1340,61,1000,2.61,17.79
2003.9.15,저녁식사,25.92057762," 알감자 쇠고기 조림,건새우마늘쫑볶음,고등어김치찌개,깍두기(손칼),쌀밥,어묵쑥갓무국,참나물겉절이",22,19.9,420,24.8,1352,0,61,1353,76.4,900,2.24,14.52
2003.9.16,저녁식사,25.55956679,"돌나물겉절이,비빔된장,삼겹살구이2,상추깻잎쌈,쌀밥,양송이피망볶음,포기김치2",23.8,19.2,443,29.5,1525,0,41,1634,68.4,1200,2.71,17.53
2003.9.17,저녁식사,25.55956679,"감자수제비국,두부강정,쌀밥,자반고등어찜2,참나물무침,통도라지조림,포기김치2",24.2,20.6,417,30.6,1359,0,38,1310,67.6,1100,2.45,16.26
2003.9.18,저녁식사,23.39350181,"게맛살샐러드,깍두기(손칼),닭다리조림,부추김치,요구르트,짬뽕밥,카레라이스",24.1,20.6,2356,28.4,1553,0.5,58,1553,73.1,1100,2.1,9.58
2003.9.19,저녁식사,16.96750903,"깍두기(손칼),노란호박전,돌나물겉절이,메기탕,삼치엿장조림,쌀밥",20.4,18.4,2340,22.3,1348,33,75,1419,85,1300,0.81,4.61
2003.9.20,저녁식사,16.89530686,"갈치그릴구이,깻잎양념절임,매실차,쌀밥,알타리김치,연근조림,오징어통회,육개장",19.7,17.9,15,21,1643,3,55,2343,71.4,1400,1.01,4.44
2003.9.21,저녁식사,27.00361011,"가지볶음,대체용음식,돈육장조림,맛살조림,새알미역국,쌀밥,칠면조냉채,포기김치2",19.7,17.1,2357,22.3,1510,0,44,1501,55.9,1500,1.39,10.01
2003.9.22,저녁식사,30.25270758,"감자조림,꽁치양념구이,떡국,쌀밥,오징어회무침,콩나물무침,포기김치2",18.8,15,501,22.1,1459,0,38,1214,54.8,1200,2.98,19.45
2003.9.23,저녁식사,24.90974729,"깻잎양념절임,비빔만두,어채볶음(굵은채),팽이버섯국,포기김치2,해물볶음밥,후르츠펀치",18.8,15.4,24,22.8,1328,0,45,928,63.4,1200,2.83,16.47
2003.9.24,저녁식사,24.33212996,"고추지무침,삼겹살김치볶음,쌀밥,알타리김치,어묵간장조림,추어탕,통두부,양념장",18.7,14.7,545,21.5,1257,0.5,58,918,74.1,800,1.1,6.8
2003.9.25,저녁식사,20.79422383,"깍두기(손칼),깻잎부추전,닭백숙,쌀밥,자반고등어찜2,치커리무생채",19.6,17.8,2341,21.4,1335,1.5,71,1343,82.4,1200,0.85,4.27
2003.9.26,저녁식사,15.09025271,"동태매운탕(가공),쇠고기피망볶음,쌀밥,야채고로케,열무된장무침,오이지무침,포기김치2",21.6,16.9,321,27.8,1539,0,40,1429,67.6,1200,2.62,15.33
2003.9.27,저녁식사,17.25631769,"깍두기(손칼),두부양념장구이,들깨무채국,방울토마토,오징어회무침,천사채샐러드,하이라이스",20.6,16.8,636,23.9,1028,0,50,1456,69.6,1100,2.79,17.73
2003.9.28,저녁식사,17.32851986,"대구콩나물찜,만두국,쌀밥,연근조림,통도라지무침,포기김치2,햄야채볶음",19.8,17,644,22.4,1437,0,55,1443,71.9,1400,1.73,9.79
2003.9.29,저녁식사,24.83754513,"동그랑땡계란전,쇠고기떡볶음,야채밥,열무겉절이,즉석김구이,포기김치2,호박새우젓국",18.1,15.3,2356,23.4,1155,2.5,57,1929,73,1000,1.77,8.42
2003.9.30,저녁식사,23.68231047,"감자수제비국(큰그릇),골뱅이야채무침,김치전,깍두기(손칼),돈육장조림,시금치나물(90),쌀밥",17.8,13,618,22.7,1432,0,39,1415,60.4,1200,2.49,15.68
2003.10.1,저녁식사,21.94945848,"대체용음식,메기탕,쌀밥,알타리김치,어채볶음(굵은채),오리고추장불고기,풋고추된장무침",19.5,15.8,211,22.7,1221,0.1,54,1120,64.8,1100,1.27,5.47
2003.10.2,저녁식사,16.82310469,"갈치무조림,깍두기(손칼),도토리묵무침,쌀밥,육개장,참나물겉절이,햄느타리볶음",20.5,17.1,619,25,1439,0,19,1513,39.4,1300,2.66,17.96
2003.10.3,저녁식사,19.63898917,"더운야채,돈까스,모듬샐러드,스위트피클,쌀밥(반공기),으깬감자샐러드,크림스프,포기김치",17.8,14.8,653,21.9,1149,0,31,1143,51.8,1200,2.67,15.16
2003.10.4,저녁식사,15.5234657,"쌀밥,쑥갓양파겉절이,양송이피망볶음,열무된장국,제육콩나물볶음,탕수만두,포기김치",16.6,12.3,616,21,1208,0,34,1143,52.1,1100,2.7,16.37
2003.10.5,저녁식사,18.19494585,"깍두기(손칼),깐마늘고추장무침,삼치무조림,열무된장무침,장터국밥,해물파전",16.9,13.2,640,20.3,1200,0,35,1152,55.5,1100,1.73,8.99
2003.10.6,저녁식사,24.40433213,"돈육야채볶음,두부강정,땅콩조림,쌀밥,양배추쌈,치커리무생채,콩나물국,포기김치2",17.6,12.6,649,22.2,1234,0,36,1047,57,1100,2.36,13.62
2003.10.7,저녁식사,20.64981949,"깐풍기,돈육짜장볶음,북어계란국,스틱단무지무침,쌀밥,쫄면야채무침,포기김치2",17.2,13.2,712,21.9,1136,0,38,1105,67.9,1300,2.07,13.12
2003.10.8,저녁식사,24.76534296,"계란찜,들깨무채국,쇠고기양송이볶음,쑥갓양파겉절이,영양밥,포기김치2,호박새우젓볶음",18.2,13.4,632,23,1210,0,46,1434,67.4,1100,2.53,13.51
2003.10.9,저녁식사,24.62093863,"깍두기(손칼),깐마늘고추장무침,닭개장,생선묵조림,쌀밥,열기찜,표고피망볶음",18.1,13.5,626,23,1152,0,47,1148,69.9,1200,2.62,16.91
2003.10.10,저녁식사,19.42238267,"두부양념장구이,북어무국,오징어회무침,카레라이스,콘후레이크과일샐러드,포기김치2",18.6,13.7,620,23.2,1432,0,52,1142,75.8,1000,2.11,15.03
2003.10.11,저녁식사,17.40072202,"고등어무조림,미역된장국,삼겹살구이2,상추깻잎쌈,쌀밥,참나물겉절이,포기김치2",19.9,15.8,433,24.1,1211,0,59,1212,75.4,1200,1.7,11.25
2003.10.12,저녁식사,19.49458484,"비엔나꽈리조림,쇠고기피망볶음,쌀밥,어묵쑥갓무국,천사채샐러드,포기김치2",19.5,18.1,2035,20.6,1323,1,73,1515,81.8,1100,0.5,2.53
